Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Item,Item ID,Order Date,Order ID,Order Priority,Postal Code,Region,Row ID,Ship Date,Ship Mode,State,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Paper,Brooklyn Park,Small Box,2203,Eddie Walker,Home Office,Office Supplies,Xerox 1885,11181,7/10/2020,86061,Not Specified,55445,Central,23915,7/13/2020,Express Air,Minnesota,0.02,16,0.37,560,811,7,48
Storage & Organization,Nicholasville,Small Box,2171,Stacey Pearson,Home Office,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",10856,12/10/2019,91580,Medium,40356,South,23916,12/11/2019,Express Air,Kentucky,0.06,11,0.58,-951,182,6,17
Computer Peripherals,Owensboro,Small Pack,2172,Warren B Dickerson,Home Office,Technology,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",10762,12/10/2019,91580,Medium,42301,South,23917,12/12/2019,Regular Air,Kentucky,0,8,0.66,250,43,5,5
Tables,Idaho Falls,Jumbo Box,3006,Thomas Spence,Corporate,Furniture,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",10253,10/19/2019,91395,Not Specified,83402,West,23918,10/20/2019,Delivery Truck,Idaho,0.05,12,0.66,1619,3111,29,321
Office Machines,Brooklyn Park,Jumbo Drum,2203,Eddie Walker,Home Office,Technology,Panasonic KX-P1150 Dot Matrix Printer,10812,2/2/2017,86051,Low,55445,Central,23919,2/2/2017,Delivery Truck,Minnesota,0.08,8,0.56,752,1118,18,145
Chairs & Chairmats,Burnsville,Jumbo Drum,2204,Oscar Ford,Home Office,Furniture,"Metal Folding Chairs, Beige, 4/Carton",10948,2/2/2017,86051,Low,55337,Central,23920,2/6/2017,Delivery Truck,Minnesota,0.07,5,0.58,-158,169,19,34
Storage & Organization,Burnsville,Small Box,2204,Oscar Ford,Home Office,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",10896,2/2/2020,86060,Low,55337,Central,23921,2/6/2020,Regular Air,Minnesota,0.1,4,0.57,-30,52,6,13
Chairs & Chairmats,New York City,Jumbo Drum,2666,Christopher Horner,Corporate,Furniture,"Global Deluxe Stacking Chair, Gray",11162,12/16/2019,87838,Low,10024,East,23922,12/21/2019,Delivery Truck,New York,0.06,18,0.56,200,887,14,51
Office Furnishings,New York City,Small Box,2666,Christopher Horner,Corporate,Furniture,DAX Clear Channel Poster Frame,10254,12/16/2019,87838,Low,10024,East,23923,12/20/2019,Regular Air,New York,0,18,0.48,103,279,7,15
Office Furnishings,New York City,Wrap Bag,2666,Christopher Horner,Corporate,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,10383,12/16/2019,87838,Low,10024,East,23924,12/20/2019,Regular Air,New York,0.06,9,0.68,281,407,5,46
Binders and Binder Accessories,Channelview,Small Box,1254,Anne Bland,Home Office,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",11105,9/21/2020,89987,Medium,77530,Central,23925,9/22/2020,Regular Air,Texas,0.04,24,0.38,-157,181,8,7
Rubber Bands,Channelview,Wrap Bag,1254,Anne Bland,Home Office,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,10586,9/22/2017,89984,Medium,77530,Central,23926,9/23/2017,Regular Air,Texas,0.06,5,0.53,-10,20,2,4
Binders and Binder Accessories,Davis,Small Box,2570,Yvonne Stephens,Consumer,Office Supplies,Avery Durable Binders,11020,9/11/2020,90332,Medium,95616,West,23927,9/13/2020,Regular Air,California,0.01,17,0.36,7,50,1,3
Binders and Binder Accessories,Sugar Land,Small Box,686,Pamela Levin,Small Business,Office Supplies,Wilson Jones Impact Binders,10653,1/8/2019,89741,Low,77478,Central,23928,1/13/2019,Regular Air,Texas,0.04,10,0.36,-137,52,6,5
Envelopes,Sugar Land,Small Box,686,Pamela Levin,Small Business,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",10301,1/8/2019,89741,Low,77478,Central,23929,1/10/2019,Regular Air,Texas,0.08,1,0.35,-6,11,1,11
Telephones and Communication,Sugar Land,Small Box,686,Pamela Levin,Small Business,Technology,Item 10723,10723,1/8/2019,89741,Low,77478,Central,23930,1/13/2019,Regular Air,Texas,0.02,7,0.58,139,402,9,66
Paper,Killingly Center,Wrap Bag,1908,Sharon Sellers,Small Business,Office Supplies,"TOPS Voice Message Log Book, Flash Format",10255,12/16/2019,86504,Critical,6241,East,23931,12/18/2019,Regular Air,Connecticut,0.03,8,0.36,-2,41,3,5
Chairs & Chairmats,Caldwell,Large Box,3102,Larry Arnold,Consumer,Furniture,Hon Olson Stacker Stools,10357,12/9/2019,89992,Critical,83605,West,23932,12/11/2019,Regular Air,Idaho,0.03,19,0.57,1896,2763,24,141
Paper,Caldwell,Small Box,3102,Larry Arnold,Consumer,Office Supplies,Xerox 1894,10713,12/9/2019,89992,Critical,83605,West,23933,12/11/2019,Regular Air,Idaho,0.04,18,0.37,-43,118,6,6
"Scissors, Rulers and Trimmers",Caldwell,Small Pack,3102,Larry Arnold,Consumer,Office Supplies,Kleencut® Forged Office Shears by Acme United Corporation,11237,12/9/2019,89992,Critical,83605,West,23934,12/9/2019,Regular Air,Idaho,0.05,17,0.55,-29,35,3,2
Pens & Art Supplies,League City,Wrap Bag,1244,Victor Pace,Home Office,Office Supplies,Newell 339,11018,7/20/2018,88422,High,77573,Central,23935,7/21/2018,Regular Air,Texas,0.09,5,0.59,-2,14,1,3
Telephones and Communication,Burton,Small Box,391,Suzanne Shannon,Corporate,Technology,T28 WORLD,10466,12/22/2018,86388,Not Specified,48509,Central,23936,12/24/2018,Regular Air,Michigan,0.01,7,0.6,302,1201,9,196
Computer Peripherals,Yuma,Small Pack,1118,Jesse Williams Katz,Home Office,Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",11167,2/16/2020,86781,Critical,85364,West,23937,2/16/2020,Regular Air,Arizona,0.01,5,0.42,111,160,2,32
Storage & Organization,Yuma,Medium Box,1118,Jesse Williams Katz,Home Office,Office Supplies,Eldon Portable Mobile Manager,10256,2/16/2020,86781,Critical,85364,West,23938,2/17/2020,Regular Air,Arizona,0.02,5,0.58,-93,142,14,28
Storage & Organization,Oxford,Large Box,211,Anna Wood,Consumer,Office Supplies,Space Solutions Commercial Steel Shelving,10499,11/9/2020,85978,Medium,1540,East,23939,11/11/2020,Express Air,Massachusetts,0.01,9,0.8,151,603,35,65
Paper,Torrance,Wrap Bag,1654,Bob Jiang,Corporate,Office Supplies,Unpadded Memo Slips,10990,10/18/2019,89889,Critical,90503,West,23940,10/21/2019,Regular Air,California,0.07,5,0.35,-11,21,3,4
Telephones and Communication,Twin Falls,Small Box,3206,Dana Rankin,Consumer,Technology,T39m,10719,12/13/2018,87938,High,83301,West,23941,12/16/2018,Regular Air,Idaho,0.05,16,0.55,1391,2015,4,156
Telephones and Communication,Muskegon,Medium Box,2995,Carol T Pitts,Small Business,Technology,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,10957,5/27/2020,88919,Not Specified,49442,Central,23942,5/28/2020,Regular Air,Michigan,0.03,16,0.56,47,392,9,29
Office Furnishings,Novi,Medium Box,2996,Roberta Vincent Haas,Small Business,Furniture,DAX Solid Wood Frames,11106,5/27/2020,88919,Not Specified,48375,Central,23943,5/30/2020,Regular Air,Michigan,0,12,0.48,8,125,6,10
Appliances,Southbury,Small Box,49,Terri Lyons,Corporate,Office Supplies,Fellowes Command Center 5-outlet power strip,10257,3/27/2018,87710,High,6488,East,23944,3/27/2018,Regular Air,Connecticut,0.08,1,0.58,-13,65,1,68
Chairs & Chairmats,Tinley Park,Large Box,50,Dawn Bailey,Corporate,Furniture,SAFCO Arco Folding Chair,10512,3/27/2018,87710,High,60477,Central,23945,3/30/2018,Regular Air,Illinois,0.04,8,0,1585,2297,24,276
Labels,Brunswick,Small Box,182,Ryan Mann,Small Business,Office Supplies,Avery 494,10701,3/19/2019,88365,Critical,4011,East,23946,3/21/2019,Regular Air,Maine,0.08,13,0.39,22,31,1,3
Office Furnishings,Clarksville,Small Pack,2725,Katharine Hudson,Home Office,Furniture,Aluminum Document Frame,11191,5/22/2019,88961,Low,37042,South,23947,5/29/2019,Regular Air,Tennessee,0.03,18,0.55,-166,223,3,12
Paper,Clarksville,Small Box,2725,Katharine Hudson,Home Office,Office Supplies,Xerox 226,10484,5/22/2019,88961,Low,37042,South,23948,5/29/2019,Regular Air,Tennessee,0.02,11,0.37,-94,72,6,6
Binders and Binder Accessories,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,10469,3/29/2020,86452,Not Specified,53590,Central,23949,3/30/2020,Express Air,Wisconsin,0.09,6,0.4,-33,69,7,12
Computer Peripherals,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Technology,Gyration Ultra Cordless Optical Suite,10989,3/29/2020,86452,Not Specified,53590,Central,23950,3/30/2020,Regular Air,Wisconsin,0.1,4,0.46,237,385,7,101
Office Machines,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,10894,3/29/2020,86452,Not Specified,53590,Central,23951,3/30/2020,Regular Air,Wisconsin,0.07,6,0.52,231,597,20,100
Binders and Binder Accessories,Port Charlotte,Small Box,2684,Edna Michael,Small Business,Office Supplies,Satellite Sectional Post Binders,10258,3/8/2020,89152,Medium,33952,South,23952,3/10/2020,Regular Air,Florida,0.02,11,0.39,-1346,491,3,43
Paper,Port Charlotte,Small Box,2684,Edna Michael,Small Business,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",10708,3/8/2020,89152,Medium,33952,South,23953,3/10/2020,Regular Air,Florida,0.05,5,0.38,22,38,6,7
Computer Peripherals,Plano,Small Box,3163,Lorraine Lamb,Corporate,Technology,Micro Innovations Media Access Pro Keyboard,10259,4/23/2020,87102,Not Specified,75023,Central,23954,4/24/2020,Regular Air,Texas,0.07,10,0.76,234,765,4,78
Pens & Art Supplies,Plano,Wrap Bag,3163,Lorraine Lamb,Corporate,Office Supplies,*Staples* Highlighting Markers,10690,4/23/2020,87102,Not Specified,75023,Central,23955,4/25/2020,Regular Air,Texas,0.05,1,0.52,-1,5,1,5
Computer Peripherals,Philadelphia,Small Box,2019,Billie Glass,Home Office,Technology,US Robotics 56K V.92 External Faxmodem,10693,9/1/2019,86941,High,19143,East,23956,9/3/2019,Regular Air,Pennsylvania,0.01,11,0.52,241,1098,20,100
Office Furnishings,Philadelphia,Wrap Bag,2019,Billie Glass,Home Office,Furniture,Eldon® 500 Class™ Desk Accessories,10260,9/1/2019,86941,High,19143,East,23957,9/3/2019,Express Air,Pennsylvania,0.1,22,0.52,-29,249,6,12
Computer Peripherals,Westlake,Small Box,1472,Tommy Ellis Ritchie,Home Office,Technology,Logitech Internet Navigator Keyboard,10973,6/28/2017,87078,Not Specified,44145,East,23958,6/29/2017,Express Air,Ohio,0.02,17,0.79,-45,553,7,31
Binders and Binder Accessories,Claremont,Small Box,2232,Kay Ivey Orr,Consumer,Office Supplies,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",10920,9/11/2020,86685,High,91711,West,23959,9/13/2020,Regular Air,California,0.1,2,0.39,-7,18,3,9
Appliances,Mansfield,Small Box,2234,Daniel Phelps,Consumer,Office Supplies,Belkin 8 Outlet Surge Protector,11220,9/11/2020,86685,High,2048,East,23960,9/13/2020,Regular Air,Massachusetts,0.06,10,0.57,159,407,5,41
Pens & Art Supplies,Norwich,Wrap Bag,2233,Anna Miles,Consumer,Office Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",10567,9/11/2020,86685,High,6360,East,23961,9/13/2020,Regular Air,Connecticut,0.03,9,0.41,-58,24,5,2
Office Furnishings,Reynoldsburg,Small Box,2903,Frances Powers,Small Business,Furniture,"Eldon Imàge® Series Desk Accessories, Clear",11173,6/9/2020,87377,Medium,43068,East,23962,6/12/2020,Regular Air,Ohio,0.09,6,0.42,-45,30,7,5
Appliances,Mauldin,Small Box,2270,Kristine Holden,Small Business,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,10598,8/4/2017,89572,Low,29662,South,23963,8/6/2017,Regular Air,South Carolina,0.01,18,0.58,711,375,6,20
Rubber Bands,Mauldin,Wrap Bag,2270,Kristine Holden,Small Business,Office Supplies,"Super Bands, 12/Pack",10608,8/4/2017,89572,Low,29662,South,23964,8/9/2017,Regular Air,South Carolina,0.09,12,0.82,-1085,22,3,2
Telephones and Communication,Mauldin,Small Box,2270,Kristine Holden,Small Business,Technology,V70,10261,8/4/2017,89572,Low,29662,South,23965,8/9/2017,Regular Air,South Carolina,0.08,17,0.59,-157,2875,3,206
Telephones and Communication,Woodstock,Small Box,1788,Valerie Siegel,Consumer,Technology,TimeportP7382,11199,7/19/2017,88256,Critical,30188,South,23966,7/20/2017,Regular Air,Georgia,0.04,6,0.56,961,1009,9,206
Office Furnishings,Derry,Small Box,27,Guy Gallagher,Corporate,Furniture,Eldon Image Series Black Desk Accessories,11132,10/31/2017,87652,Not Specified,3038,East,23967,11/2/2017,Regular Air,New Hampshire,0.04,12,0.49,9,55,7,4
Telephones and Communication,Derry,Small Box,27,Guy Gallagher,Corporate,Technology,SC-3160,10320,10/30/2020,87668,Not Specified,3038,East,23968,11/1/2020,Regular Air,New Hampshire,0.01,29,0.59,848,1730,9,66
Paper,Southgate,Small Box,619,Howard Rogers,Consumer,Office Supplies,Xerox 1993,11219,2/10/2020,88200,Critical,48195,Central,23969,2/10/2020,Regular Air,Michigan,0.02,8,0.36,-179,53,10,6
Tables,Albemarle,Jumbo Box,395,Monica McCormick,Corporate,Furniture,Riverside Furniture Stanwyck Manor Table Series,10895,9/1/2020,86396,Not Specified,28001,South,23970,9/3/2020,Delivery Truck,North Carolina,0.07,23,0.78,-32,5082,62,287
Paper,Burton,Small Box,391,Suzanne Shannon,Corporate,Office Supplies,Xerox 1907,10262,9/1/2020,86396,Not Specified,48509,Central,23971,9/2/2020,Regular Air,Michigan,0.01,13,0.38,54,165,5,12
Bookcases,Oxford,Jumbo Box,369,Troy Moon,Corporate,Furniture,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",10710,8/11/2020,90295,Critical,1540,East,23972,8/13/2020,Delivery Truck,Massachusetts,0.04,23,0,377,1706,27,71
Paper,Oxford,Small Box,369,Troy Moon,Corporate,Office Supplies,Xerox 1893,10859,8/11/2020,90295,Critical,1540,East,23973,8/12/2020,Regular Air,Massachusetts,0.03,16,0.36,363,677,17,41
Computer Peripherals,Muskego,Small Pack,2568,Betty Schroeder,Home Office,Technology,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",10942,8/3/2018,90876,Critical,53150,Central,23974,8/4/2018,Regular Air,Wisconsin,0.01,20,0.46,247,357,2,17
Binders and Binder Accessories,Springfield,Small Box,614,Ricky Kaufman,Home Office,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",10263,11/19/2019,91274,High,97477,West,23975,11/21/2019,Regular Air,Oregon,0.07,28,0.4,21,106,5,4
Binders and Binder Accessories,Madison,Small Box,1185,Lee Xu,Consumer,Office Supplies,Heavy-Duty E-Z-D® Binders,10650,8/15/2019,85942,Not Specified,35756,South,23976,8/16/2019,Express Air,Alabama,0.1,5,0.38,-24,58,3,11
Computer Peripherals,Concord,Small Pack,1032,Robert Willis,Corporate,Technology,TDK 4.7GB DVD-R,10307,7/14/2020,89629,Critical,28027,South,23977,7/14/2020,Express Air,North Carolina,0.08,7,0.41,3,68,2,10
Binders and Binder Accessories,Durham,Small Box,1033,Sean Sparks,Corporate,Office Supplies,GBC Poly Designer Binding Covers,10695,7/14/2020,89629,Critical,27707,South,23978,7/15/2020,Regular Air,North Carolina,0,16,0.36,24,275,5,17
Binders and Binder Accessories,Durham,Small Box,1033,Sean Sparks,Corporate,Office Supplies,GBC Recycled Regency Composition Covers,10996,7/14/2020,89629,Critical,27707,South,23979,7/16/2020,Regular Air,North Carolina,0,4,0.39,40,252,10,60
Pens & Art Supplies,Willoughby,Wrap Bag,1590,Lucille Buchanan,Home Office,Office Supplies,Newell 338,10439,9/29/2018,86671,High,44094,East,23980,9/30/2018,Express Air,Ohio,0.03,20,0.58,22,62,1,3
Computer Peripherals,New York City,Small Box,1386,Miriam Drake,Home Office,Technology,Belkin 105-Key Black Keyboard,10752,8/6/2020,88317,Low,10024,East,23981,8/8/2020,Regular Air,New York,0.03,22,0.68,18,433,4,20
Computer Peripherals,Centereach,Small Box,1387,Matthew Kearney,Home Office,Technology,Micro Innovations 104 Keyboard,10463,8/6/2020,88317,Low,11720,East,23982,8/11/2020,Regular Air,New York,0.06,21,0.64,-72,220,7,11
Labels,Tucker,Small Box,2487,Michelle Bryant Phillips,Small Business,Office Supplies,Avery 481,11130,6/18/2017,91415,Not Specified,30084,South,23983,6/19/2017,Regular Air,Georgia,0.04,14,0.37,257,43,1,3
Pens & Art Supplies,Tucker,Wrap Bag,2487,Michelle Bryant Phillips,Small Business,Office Supplies,Newell 318,10613,6/18/2017,91415,Not Specified,30084,South,23984,6/19/2017,Regular Air,Georgia,0.1,18,0.59,1,46,1,3
Paper,Mandan,Small Box,3036,Edith Reynolds,Home Office,Office Supplies,Xerox 193,11125,1/19/2018,89131,High,58554,Central,23985,1/21/2018,Regular Air,North Dakota,0.08,3,0.36,-31,19,5,6
Office Machines,Portland,Jumbo Box,337,Jonathan Cheng,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,11228,8/6/2020,87282,Critical,97206,West,23986,8/7/2020,Delivery Truck,Oregon,0.09,15,0.36,3793,5497,48,401
Copiers and Fax,Belle Glade,Jumbo Drum,1038,Jon Hale,Corporate,Technology,Canon PC940 Copier,10360,3/2/2020,90644,Critical,33430,South,23987,3/4/2020,Delivery Truck,Florida,0.06,11,0.38,3735,4979,49,450
Pens & Art Supplies,Belle Glade,Small Pack,1038,Jon Hale,Corporate,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,11025,3/2/2020,90644,Critical,33430,South,23988,3/3/2020,Regular Air,Florida,0.03,4,0.59,-76,90,9,21
Pens & Art Supplies,Plainview,Wrap Bag,2562,Norma Higgins,Consumer,Office Supplies,"Quartet Omega® Colored Chalk, 12/Pack",10736,6/17/2018,86468,Not Specified,11803,East,23989,6/18/2018,Regular Air,New York,0.01,11,0.38,45,65,1,6
Paper,Pharr,Small Box,3146,Maureen Stout,Corporate,Office Supplies,Xerox 1994,11226,12/19/2018,85851,Medium,78577,Central,23990,12/20/2018,Regular Air,Texas,0.08,7,0.37,-16,48,6,6
Binders and Binder Accessories,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Office Supplies,"Avery Flip-Chart Easel Binder, Black",11071,10/11/2020,89865,High,92105,West,23991,10/11/2020,Regular Air,California,0.01,5,0.38,-48,119,15,22
Computer Peripherals,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Technology,Belkin ErgoBoard™ Keyboard,11239,10/12/2018,89860,High,92105,West,23992,10/14/2018,Express Air,California,0,18,0.64,49,570,7,31
Telephones and Communication,San Diego,Small Box,1783,Erin Y Stewart,Home Office,Technology,T28 WORLD,10466,10/12/2018,89860,High,92105,West,23993,10/14/2018,Regular Air,California,0.09,5,0.6,-274,803,9,196
Binders and Binder Accessories,Bristol,Small Box,2413,Frances McCall,Consumer,Office Supplies,GBC Wire Binding Strips,11155,11/5/2020,86764,Not Specified,6010,East,23994,11/6/2020,Regular Air,Connecticut,0.09,28,0.37,243,844,13,32
Binders and Binder Accessories,Sanford,Small Box,2415,Emma Mitchell,Consumer,Office Supplies,GBC VeloBinder Electric Binding Machine,10492,11/5/2020,86764,Not Specified,4073,East,23995,11/6/2020,Regular Air,Maine,0.05,16,0.35,1307,1894,9,121
Pens & Art Supplies,Paramus,Wrap Bag,905,Julian Richards,Consumer,Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",10289,3/6/2020,90812,Low,7652,East,23996,3/8/2020,Regular Air,New Jersey,0.09,6,0.46,-17,12,2,2
Appliances,Iowa City,Small Box,2329,Nancy Combs,Home Office,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",10294,2/3/2018,90966,Not Specified,52240,Central,23997,2/5/2018,Regular Air,Iowa,0.04,10,0.59,325,471,5,49
Binders and Binder Accessories,Iowa City,Small Box,2329,Nancy Combs,Home Office,Office Supplies,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",10920,2/3/2018,90966,Not Specified,52240,Central,23998,2/5/2018,Regular Air,Iowa,0.03,1,0.39,-10,11,3,9
Paper,Franklin,Small Box,103,Alexander Hendricks,Consumer,Office Supplies,Xerox 1880,10450,2/21/2018,88206,Medium,2038,East,23999,2/23/2018,Regular Air,Massachusetts,0.02,9,0.38,48,330,20,35
Storage & Organization,Lowell,Small Box,104,Annette Ferrell,Consumer,Office Supplies,Portfile® Personal File Boxes,10309,2/21/2018,88206,Medium,1852,East,24000,2/22/2018,Regular Air,Massachusetts,0.02,3,0.59,-44,58,9,18
Computer Peripherals,Marlborough,Small Pack,105,Oscar Monroe,Consumer,Technology,"Memorex Slim 80 Minute CD-R, 10/Pack",10916,2/21/2020,88211,Medium,1752,East,24001,2/22/2020,Express Air,Massachusetts,0.02,8,0.43,56,81,2,10
Rubber Bands,New Haven,Wrap Bag,99,Theresa Hansen,Consumer,Office Supplies,OIC Bulk Pack Metal Binder Clips,10264,2/21/2018,88206,Medium,6510,East,24002,2/23/2018,Regular Air,Connecticut,0.01,12,0.39,29,42,1,3
Paper,Nutley,Small Box,110,Stanley Kessler,Consumer,Office Supplies,Xerox 1996,10513,2/21/2018,88206,Medium,7110,East,24003,2/22/2018,Regular Air,New Jersey,0.02,7,0.37,-148,48,9,6
Pens & Art Supplies,Kearny,Wrap Bag,422,Gretchen Zimmerman,Small Business,Office Supplies,Newell 339,11018,10/7/2020,87709,Low,7032,East,24004,10/11/2020,Regular Air,New Jersey,0.08,1,0.59,-4,3,1,3
Paper,Boston,Small Box,418,Lester Cho,Small Business,Office Supplies,Xerox 1920,10819,10/8/2018,87703,Low,2129,East,24005,10/13/2018,Regular Air,Massachusetts,0.03,4,0.4,-37,29,8,6
